Constituency,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Median House Price,Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other""",vgh,gh,fh,bh,vbh,CON%1_ps,CON%1_ps_65,CON%1_ps_Oth,CON%1_fm,CON%1_fm_lp_dc,CON%NO_ADEM,CON%NO_ADEM_WCHILD,CON%NO_ADEM_NCHILD,CON%Own,CON%Own_out,CON%Own_mort,CON%Share,CON%Soc_r,CON%Soc_r_LA,CON%Soc_r_Other,CON%Private_rent,CON%Private_r_land,CON%Private_r_Oth,CON%Rent_free,CON%NO,CON%1CV,CON%2CV,CON%3CV,CON%4+CV,CON%No_qual,CON%Lev_1_qual,CON%Lev_2_qual,CON%Appren,CON%Lev_3_qual,CON%Lev_4_qual,CON%Oth_qual,CON%AC_ALL,CON%AC_EMP,CON%AC_EMP_E_P,CON%AC_EMP_E_F,CON%AC_SELF,CON%AC_UNE,CON%AC_F_STUD,CON%INA_ALL,CON%INA_RET,CON%INA_STUD,CON%INA_CARE,CON%INA_LONG SICK,CON%INA_OTHER,CON%UN_16_24,CON%UN_50_74,CON%UN_NEVER,CON%UN_LONG,CON%A_FOR_FISH,CON%M_Q,CON%MANF,CON%E_G_S_AIR,CON%W_SEW_WAST_REM,CON%CONST,CON%WT_RT_REPM,CON%TRAN_STOR,CON%ACCOM_FOOD,CON%INF_COM,CON%FIN_INS,CON%REAL,CON%PROF_SCI_TECH,CON%ADMIN_SUPP,CON%ADMIN_DEF,CON%EDUC,CON%HEAL_SOC,CON%OTHER,CON%MAN_DIR_SEN,CON%PROF,CON%ASSOC_PROF_TECH,CON%ADMIN_SEC,CON%SKILL,CON%CAR_LEI_,CON%SAL_SERV,CON%OPS,CON%ELEM,CON%H_MAN_AD_PROF,CON%LG_E_H_MAN_AD,CON%H_PROF,CON%L_MAN_AD_PROF,CON%I_OCC,CON%S_EMP_OWN,CON%L_SUP_TECH,CON%SEMI,CON%ROUT,CON%N_WKD_L_EMP,CON%N_WKD,CON%L_EMP,CON%NON_C,CON%FT_STUD,Brexit,Brexit Predicted
Sedgefield,64325,19609,0.304842596,15096,0.234683249,1955,0.030392538,0.64618733,145000,4.9,0.661774334,0.040396672,0.113207547,2545,0.03956471,44.91863936,4413.00,0.736302021,0.206599287,0.727395957,0.002580262,54.8,0.074443324,0.024494688,0.035606258,0.014737153,0.036696543,0.033653492,0.046868068,0.009639765,0.144528834,0.083458923,0.010686301,0.014999822,0.175667383,0.006484099,0.157090931,0.008039672,0.011299458,0.009675928,0.009608482,0.02495872,0.11143858,0.10987068,0.10471905,0.11029505,0.11936056,0.15728482,0.1267639,0.10576821,0.05449916,0.986254459,0.00587396,0.005766944,0.001093936,0.001010702,42.05945303,33.81331748,16.13198573,6.198573127,1.79667063,29.65135312,13.25294631,16.39840681,66.42841554,7.807725884,38.36479703,4.59951986,33.76527717,66.17743344,30.15331733,36.02411611,0.218245308,20.89698821,14.5105849,6.386403317,11.62974684,10.47577477,1.153972065,1.077586207,24.31252728,42.57965954,25.91663029,5.469773025,1.721409865,27.40265783,13.57992381,16.54598854,4.67591381,12.62613045,21.18264561,3.986739946,66.01963697,59.51327434,13.14676055,39.25941477,7.107099025,4.321426264,2.184936374,33.98036303,17.66035786,3.719074995,3.983915768,6.695303921,1.921710484,1.469543311,0.786447904,0.741231187,1.669788773,1.16892712,0.438017837,15.44408676,0.891867645,0.907699615,7.939732967,13.75006597,4.659876511,5.19552483,2.467148662,2.451316692,1.124069872,4.129505515,3.857723363,7.340756768,9.021584252,15.0350942,4.177001425,9.517652647,13.94268827,11.22222809,10.92405932,13.12206449,10.6153359,8.488574595,10.55992401,11.60747269,7.460758349,2.254376332,5.206382017,19.06530586,12.52018603,7.707835411,8.60248046,17.37290873,16.16497642,5.356566113,3.68677734,1.669788773,5.748982624,5.748982624,0.59,0.59
Sefton Central,69760,14132,0.202580275,29254,0.419352064,3386,0.048537844,0.729357798,215000,6.5,0.85504018,0.016912597,0,2400,0.03440367,35.68837952,4413.00,0.81875,0.123210923,0.811122881,0.00191855,109.4,0.068357172,0.032639836,0.043793827,0.017190375,0.069376531,0.021356282,0.044266624,0.009793334,0.114012727,0.067519367,0.009181704,0.014344783,0.18434479,0.004023237,0.114253739,0.004779693,0.008068685,0.008940012,0.008792977,0.023255984,0.09404124,0.10204374,0.08881807,0.09333445,0.11463449,0.1523109,0.14271508,0.12371516,0.0883868,0.981379473,0.007862524,0.007744821,0.001859699,0.001153484,48.11322976,32.211629,13.79472693,4.633945386,1.246468927,27.73156633,16.79120259,10.94036374,67.67235302,4.900606231,38.70012689,1.900465247,36.79966164,85.50401805,46.964613,38.53940505,0.22557451,5.972085154,2.072465811,3.899619343,7.339630622,6.468349077,0.871281545,0.958691668,16.77428451,44.5114902,30.42718173,6.383758635,1.903284929,21.15545282,12.99710371,16.2247967,4.483680517,12.34543834,29.35836025,3.435167651,67.26238699,60.77805502,14.88544671,36.80611815,9.086490165,3.247026799,3.237305162,32.73761301,20.22262549,4.28076088,2.665348845,3.768754658,1.800123141,0.981885349,0.802035063,0.401827668,1.160115363,0.33997086,0.161038828,6.628153677,0.403875157,0.564913985,7.637841568,14.97661103,4.537205082,3.834257815,2.786227346,5.403747348,1.727972189,6.004447739,3.553078909,10.19912579,11.91176095,14.59574142,4.734030316,11.29572352,19.85889931,13.58349735,15.30380103,9.902609851,8.790675085,8.52483321,5.442089926,7.297870709,11.31274507,2.760944943,8.551800123,25.24223079,17.50542791,9.042742798,6.071162384,12.4210117,7.565053955,3.451181179,2.291065815,1.160115363,7.388444214,7.388444214,0.44,0.44
Selby and Ainsty,78398,33995,0.433620756,13858,0.176764713,4842,0.06176178,0.719635705,220000,7,0.752807852,0.014673606,0.017241379,5055,0.064478686,15.5056635,4411.00,0.719392054,0.213987745,0.711028119,0.001341975,57.7,0.07383762,0.025661787,0.035236249,0.012560396,0.044658488,0.020879969,0.037083439,0.008098502,0.102485121,0.067699552,0.007715558,0.009048693,0.151927165,0.003202413,0.132450477,0.011500891,0.007527075,0.008381482,0.006202672,0.021740955,0.11246063,0.1177886,0.09804258,0.11764537,0.12783348,0.15647857,0.12275374,0.09653395,0.0504631,0.981451621,0.007469285,0.007750164,0.002548712,0.000780218,49.08506455,34.08719715,12.46371987,3.436079353,0.927939081,24.46372559,11.39583123,13.06789436,70.83881413,4.861884043,29.25225134,2.150156835,27.10209451,75.28078519,35.50541334,39.77537185,0.581807144,11.43377517,7.993524234,3.440250936,11.17069716,9.991905292,1.178791865,1.532935344,13.92289791,38.78377011,35.72548821,8.51209147,3.055752302,20.39451859,13.55296399,16.61775589,4.757955444,12.61260112,27.79748386,4.266721106,73.56875334,67.71141336,14.89820056,41.58288981,11.230323,3.320097998,2.537241981,26.43124666,15.78384163,3.477795613,3.566500521,2.392216496,1.2108924,0.972937963,0.729351469,0.384387936,1.209484385,2.638266973,0.435677115,11.16019202,1.772963815,0.929847916,8.201218282,16.09988301,4.824720642,4.772278027,2.751220299,3.913025939,1.248537658,6.472628989,4.508047924,5.435878817,9.35092178,10.92420025,4.56049054,13.372867,16.09786599,11.94683126,11.21061761,12.60034693,8.598571947,7.465004639,8.471499455,10.23639518,11.85125736,3.256737349,8.594520008,22.36630903,12.72985835,10.96139224,7.903184929,14.47438822,10.99518459,2.803356706,1.593872321,1.209484385,5.91506857,5.91506857,0.58,0.58
Sevenoaks,71757,30932,0.431065959,6946,0.096798919,10114,0.140947921,0.710118873,395000,11,0.72881267,0.01288538,0,5405,0.075323662,27.18685247,4407.00,0.670526913,0.253994927,0.651978465,0.005886697,74.5,0.058935973,0.025074265,0.036796632,0.010083178,0.042299185,0.017287777,0.026491947,0.009063993,0.126443872,0.058714274,0.006951198,0.006938784,0.140709308,0.002768551,0.074991264,0.006177844,0.005080717,0.008813929,0.007174786,0.017852149,0.12655669,0.1199318,0.09031889,0.1137765,0.13727491,0.14309337,0.11225553,0.0954024,0.0613899,0.95504704,0.014866586,0.019201336,0.008626687,0.002258351,51.44117049,33.25555758,11.31637251,3.088910533,0.89798889,27.06366688,13.41514579,13.64852108,68.18229494,4.982169079,30.28634361,2.365219215,27.9211244,72.88126704,37.2272918,35.65397525,1.641493602,13.08474932,1.628382631,11.45636669,10.88472834,9.749318229,1.135410111,1.507761695,13.29190266,40.88263059,33.18386826,8.716173694,3.925424795,18.97181559,13.73890089,16.30936192,3.357064768,10.94979068,32.48140149,4.191664667,71.57664212,66.51116744,14.04592977,39.24430378,13.2209339,2.822985885,2.242488788,28.42335788,14.94892526,4.270478648,5.536472318,2.131489343,1.53599232,0.734996325,0.752996235,0.326998365,1.064994675,0.643517603,0.182293383,5.46660517,0.397531352,0.564450594,9.184950913,14.76356768,4.280600031,3.797412752,4.825283873,8.923590521,2.014012431,10.14473655,4.924117634,5.27772287,10.11398827,9.325514485,5.170103885,14.18813556,19.59763677,14.61202258,12.83081856,11.36588259,7.814456085,6.73606993,5.130570381,7.724407547,15.04942475,3.68398158,11.36544317,25.10387448,14.88742556,11.69394153,5.768971155,11.01894491,7.46396268,2.696986515,1.63199184,1.064994675,6.316468418,6.316468418,0.54,0.54
"Sheffield, Brightside and Hillsborough",69333,10095,0.145601662,22369,0.322631359,1517,0.021879913,0.571156592,151000,5.2,0.363351414,0.021260868,0.164179104,5075,0.073197467,0.09150269,4406.00,0.544915166,0.385239929,0.394131016,0.113051247,79.2,0.054731983,0.011940083,0.018110866,0.009452895,0.020074753,0.012757326,0.019711544,0.004136125,0.08680621,0.040102271,0.005811898,0.007027123,0.077523598,0.005135858,0.056512306,0.007735423,0.003936193,0.00398675,0.008920802,0.012146273,0.08355753,0.11188401,0.39875757,0.13859176,0.08524181,0.07126452,0.05212503,0.03538435,0.0231934,0.720151973,0.030732799,0.151217862,0.05777905,0.040118317,52.27698553,32.44509212,10.39780022,3.804517539,1.075604594,36.11061711,8.898719545,27.21189756,42.36172861,5.806508981,34.59229948,4.56162191,30.03067757,36.33514138,16.19909301,20.13604837,0.638004624,25.55130713,11.99315312,13.55815401,36.0039125,33.82313712,2.180775387,1.471634359,46.25866975,38.20691802,12.66672595,2.087408856,0.780277432,15.69157964,7.736466924,9.26299395,1.552484974,27.65320181,32.59918931,5.504083385,58.80321968,42.04577653,9.305376276,27.33683846,5.403561796,4.216646203,12.54079694,41.19678032,6.436209846,25.95892495,2.987753046,3.781128987,2.032763488,1.243585304,0.524719537,0.938198533,1.508043951,0.139541565,0.043093719,6.203443393,0.190843611,0.435041349,4.081590774,14.969937,3.006299891,10.44714863,4.321684349,3.426976668,1.216884529,6.474318196,4.044653301,4.596663315,14.7893538,15.63481152,5.977714391,6.927828282,25.51558556,12.70033449,8.711087398,7.04890111,7.646056925,11.87950175,5.318996122,14.25170836,9.446001112,1.019005342,8.426995771,14.70054256,6.976670969,4.612284734,3.612169296,9.045115386,7.208597005,6.267250155,4.759206204,1.508043951,38.13136878,38.13136878,0.32,0.32
Sheffield Central,89849,6695,0.074513907,33968,0.378056517,3237,0.036027112,0.566650714,143000,5.3,0.653839265,0.030819391,0.152542373,2980,0.033166758,-50.01768145,4404.00,0.684549818,0.253137175,0.576766611,0.099969866,62.9,0.076187434,0.024392141,0.03272836,0.010787551,0.050089791,0.026913084,0.043574844,0.00952999,0.15138172,0.080917914,0.010676896,0.014632781,0.159389938,0.00804926,0.1198432,0.010311528,0.007975196,0.009636318,0.009358284,0.024832621,0.12024427,0.11884729,0.12679514,0.12708087,0.123271,0.14016148,0.1027082,0.08623043,0.0546613,0.852881035,0.016767472,0.09499774,0.02194408,0.013409673,43.28978239,34.03969091,15.4695538,5.58664629,1.614326611,30.36358519,13.898626,16.46495919,64.50630709,7.054217946,36.52227311,4.556968503,31.96530461,65.38392652,28.50855871,36.87536781,0.509172786,24.22536653,18.78566128,5.439705243,9.047411918,7.936954686,1.110457232,0.834122253,28.89491595,44.00122816,21.98910012,4.037561088,1.077194688,30.85034927,15.46480387,16.06260075,4.907307899,11.75711983,16.1015583,4.856260075,68.95637322,60.96362438,15.75178282,37.52022533,7.691616228,5.083298376,2.90945047,31.04362678,15.24240427,4.250314616,4.672799185,4.746209624,2.131899083,1.507161263,0.891412477,1.038233355,1.94163121,0.092656387,0.144924093,12.15461738,0.422893255,0.869544558,10.15181393,17.61184101,5.625905776,4.820507947,2.798698059,3.81316671,1.309068447,4.499774299,4.288327671,5.723313773,8.617044024,12.99090067,4.065002019,8.146634672,11.81725309,10.4844266,13.01465872,14.15979663,9.804946426,10.70300064,10.07103656,11.79824666,6.500569305,1.703421825,4.79714748,16.33007731,13.90453647,8.705878828,8.296877809,17.98555762,13.95547432,7.32306586,5.38143465,1.94163121,6.997962486,6.997962486,0.66,0.66
"Sheffield, Hallam",72763,14696,0.201970782,19709,0.270865687,18997,0.261080494,0.781784698,120000,4.7,0.499000253,0.046352179,0.608695652,1940,0.026661902,-72.71174261,4404.00,0.649940731,0.282334164,0.492248388,0.147835989,90.9,0.072070387,0.01962626,0.02497467,0.011528123,0.041150363,0.026332749,0.035632534,0.009398603,0.140080656,0.084427531,0.010604889,0.011725628,0.134557834,0.009151563,0.129001695,0.00566775,0.008112723,0.007456786,0.010848012,0.020705356,0.15416488,0.1374929,0.13864635,0.13902789,0.12187678,0.1235005,0.08249042,0.06181679,0.04098346,0.753133779,0.033227863,0.105041115,0.064869002,0.043728241,42.83220863,33.85508545,15.51349182,5.994082454,1.805131651,30.7140723,11.78782377,18.92624853,61.81885041,11.54650548,39.35326699,9.406816667,29.94645032,49.90002528,21.64969778,28.2503275,0.301073292,37.46408954,26.45308083,11.01100871,11.35345085,10.27786077,1.075590081,0.981361035,40.09330974,42.99832226,14.08609317,2.250005746,0.572269081,34.04026189,15.81349813,15.4206694,3.77776418,9.963898917,15.49654286,5.487364621,64.93541262,54.72324476,15.01773643,33.49039556,6.215112777,7.236463423,2.975704437,35.06458738,12.17990764,5.764005087,6.885750619,6.884412021,3.350512014,2.234120875,1.007964661,1.724114852,2.931530687,0.106219757,0.044848342,11.06573823,0.217160392,0.871002006,7.683229081,16.21857666,5.905818482,5.700460286,2.228254455,2.608285141,1.343089815,3.486368465,5.214209843,4.536763838,8.91537826,19.07942877,4.775168181,6.111176679,12.27428302,8.707659625,10.30095598,12.16806326,12.80302136,10.57712735,11.20264369,15.85506904,4.677063115,1.013319055,3.66374406,13.82236798,11.2428887,7.130714142,7.476072552,19.46322201,16.15554514,11.70202798,8.770497289,2.931530687,8.330098387,8.330098387,0.60,0.60
"Sheffield, Heeley",66940,12955,0.193531521,21475,0.32080968,2916,0.043561398,0.637809979,294000,8.1,0.773213943,0.010144444,0,2775,0.041455034,51.12116872,4403.00,0.602063655,0.325630064,0.561887282,0.019998657,59.7,0.064720675,0.022853716,0.032360736,0.01040627,0.030733352,0.012853728,0.029249306,0.009196826,0.088884646,0.047745357,0.007805911,0.010767579,0.120182621,0.005512472,0.063488092,0.00861162,0.00505721,0.006762974,0.008264839,0.019707846,0.10057358,0.12967808,0.14168409,0.10156591,0.12551252,0.13351653,0.10899198,0.0963644,0.06211289,0.922959846,0.018913112,0.040098035,0.009758718,0.00827029,53.28909083,31.87027172,11.06696808,2.982452214,0.791217154,28.30581341,14.05569703,14.25011638,64.02146828,4.055423204,33.55787398,1.243188477,32.31468551,77.32139434,41.07998576,36.24140858,0.221802349,8.581834114,6.50346395,2.078370163,13.05074071,11.46800296,1.582737753,0.824228484,17.85645828,43.70875435,30.83874148,5.807935595,1.788110299,13.0359492,8.035546487,12.26273257,2.790828792,17.27790158,43.62364754,2.97339383,67.21717714,59.43397652,14.18685121,35.23216633,10.01495898,2.331484867,5.451715749,32.78282286,15.48480682,12.00797812,2.304286729,1.850984422,1.134766776,0.699596561,0.524319669,0.32033363,0.832565238,0.340346535,0.090441736,6.261900228,0.216584158,0.406987814,6.20001904,11.26951637,2.044459254,4.481626047,3.898514851,4.481626047,1.739813404,8.142136329,2.627570449,6.485624524,18.31683168,18.57863671,4.417364813,12.52380046,33.96563214,13.21639375,11.17907464,7.280559787,6.62604722,5.926313785,2.701351866,6.580826352,19.16411055,3.224490413,15.93962013,25.85334159,11.45041628,8.094468201,3.644550551,7.61094574,4.516401988,2.40854626,1.575981022,0.832565238,17.25721884,17.25721884,0.34,0.34
Sheffield South East,67832,15070,0.222166529,19359,0.285396273,2125,0.031327397,0.619147305,155500,5.6,0.577593971,0.039507414,0.3,1755,0.025872744,-40.26327891,4403.00,0.60290373,0.327509469,0.562942674,0.027603621,73.9,0.07800047,0.023015226,0.031988593,0.01184936,0.050861328,0.024234042,0.036512974,0.009692894,0.125824895,0.075341405,0.011090586,0.013215263,0.150441476,0.008961962,0.112018988,0.010721522,0.007652776,0.008241461,0.01086656,0.022373158,0.12224841,0.10965318,0.13362305,0.1376005,0.12500527,0.13654826,0.09947809,0.08211626,0.05372701,0.898883016,0.026255537,0.030267691,0.034376137,0.010217619,42.64866369,34.28091499,15.7725804,5.653392678,1.644448249,35.29174764,14.22240129,21.06934635,59.10082002,8.430108546,38.46281462,5.237711523,33.2251031,57.75939707,25.96340712,31.79598995,0.312840688,30.39294686,25.28795563,5.104991231,10.76930369,9.596151112,1.173152581,0.765511684,35.4078779,43.37346542,17.54040859,2.979096554,0.699151538,29.04293898,14.23634835,15.19682556,4.341199348,11.26031429,21.71782204,4.204551427,69.24358842,60.52767413,15.39516569,37.74389075,7.388617694,5.654283481,3.061630805,30.75641158,14.42623918,4.571799372,4.169186072,5.486159246,2.103027711,1.710737829,0.954178772,1.064786821,2.364062707,0.094062316,0.042328042,9.650793651,0.263374486,0.787771899,8.776014109,16.14109347,4.34803057,5.053497942,3.148736038,3.33686067,1.493239271,4.554967666,4.326866549,5.758965315,11.59318048,15.66607878,4.964138742,7.701352146,16.07760141,11.51087596,11.61669606,12.12228101,10.52557319,10.22222222,8.131687243,12.09171076,7.608359019,1.576533396,6.031825623,18.87415754,12.88215081,7.938708393,7.236715973,17.65009512,13.5118793,6.894568407,4.5305057,2.364062707,7.403365434,7.403365434,0.57,0.57
Sherwood,77888,32049,0.411475452,15863,0.203664236,2883,0.037014688,0.676728122,175000,6,0.728314484,0.023818783,0.052631579,3115,0.039993324,-39.86783677,4403.00,0.634561087,0.296900541,0.621409617,0.003343594,93,0.070522395,0.023613748,0.037287467,0.011561401,0.059766062,0.024790877,0.039150545,0.009337723,0.118398729,0.080051033,0.010414538,0.009564106,0.157986247,0.006355189,0.134086708,0.004158938,0.007008554,0.007538603,0.006244625,0.023277829,0.11647666,0.1088895,0.10796064,0.12089598,0.1264397,0.14912298,0.11732729,0.09962066,0.05326659,0.974631143,0.00995648,0.010487209,0.004033542,0.000891625,43.7522556,34.1227046,15.4739412,5.254219297,1.396879312,27.57710129,12.48069354,15.09640775,68.15056549,6.957799811,34.85376912,3.759155,31.09461412,72.83144836,36.33102486,36.5004235,0.371182303,13.91559962,9.117632405,4.797967216,11.3746201,10.10911265,1.265507449,1.507149619,19.43600219,43.35359474,28.85008221,6.272731802,2.087589059,27.49083249,15.06722842,16.28826298,4.349691816,12.1726353,20.45590492,4.175444072,68.81493577,62.40047397,15.26378914,38.68907417,8.447610653,4.008496741,2.405965059,31.18506423,17.38074939,3.348120746,3.940580611,4.819155239,1.696458246,1.31352687,0.663266043,0.63725561,1.525945407,1.281590071,0.688011512,11.64448242,1.247864017,0.679017897,9.533231406,16.81131397,4.620469467,5.692958,2.239410019,2.034805288,1.178163504,4.253979674,4.12132386,6.450670024,9.216206493,13.78271427,4.52378811,10.55175825,13.39598885,11.07113949,11.45786492,13.92661211,10.63045238,8.413526396,8.379800342,12.17285727,7.993873098,2.319263616,5.674609482,19.60753147,13.21763507,8.960594194,8.860887534,16.11924339,15.28257445,4.324957011,2.799011604,1.525945407,5.632703785,5.632703785,0.64,0.64
Shipley,74029,27437,0.370625025,21195,0.286306718,3188,0.043064205,0.729497899,177500,6.1,0.72920939,0.024838126,0.050847458,3310,0.044712207,-27.59342851,4402.00,0.6524544,0.27858914,0.605257628,0.03045936,83.7,0.07430399,0.023448483,0.036692683,0.013224718,0.042785265,0.022009274,0.034031956,0.010341323,0.124174859,0.072537577,0.008657213,0.011532328,0.165347919,0.004307013,0.113485257,0.01164957,0.00759021,0.007830588,0.010165753,0.020567901,0.1167275,0.1066326,0.09601627,0.12042966,0.1341537,0.14623006,0.12305768,0.09666284,0.0600897,0.924728923,0.018355468,0.043477347,0.006650836,0.006787425,47.97322855,34.83966546,12.63974111,3.577582584,0.969782298,31.04055586,13.29344496,17.74711091,63.56486284,5.384930879,32.4012642,2.451205095,29.95005911,72.92093899,34.34823518,38.5727038,0.60315086,10.78433738,4.764891795,6.019445584,14.41289295,13.19211561,1.220777341,1.278679823,21.77133345,43.48958962,27.88245796,5.184684793,1.671934184,19.24116451,12.89479781,15.97209709,4.504620454,11.9784293,31.68035213,3.728538701,72.88540393,66.68728868,14.98021725,41.76821811,9.93885332,3.644342134,2.55377311,27.11459607,15.608949,3.84001151,3.076037695,3.096180131,1.49341774,0.958204446,0.788432487,0.457521042,1.434429178,0.349182453,0.071091038,10.57792832,0.380546146,0.6649103,6.937648978,14.99811818,3.393551625,4.083552879,3.134278426,6.034374608,1.664366662,6.527830051,4.382553423,6.465102664,13.1685694,12.78384143,4.382553423,11.92865805,20.24212771,13.55538828,13.29193326,10.88111069,8.932379877,7.035921883,5.71028311,8.422197131,12.6753471,3.001222934,9.674124164,24.91187684,15.37299475,9.324509028,6.385152147,12.24084598,9.087116035,3.75224804,2.317818862,1.434429178,6.249910078,6.249910078,0.50,0.52
Shrewsbury and Atcham,82238,31021,0.377210049,19804,0.240813249,5906,0.071815949,0.718220287,220000,7.7,0.687691885,0.020268012,0.016393443,4810,0.058488776,-21.72081657,4402.00,0.666611318,0.259361997,0.65231193,0.003828798,54,0.079352392,0.026079648,0.039141495,0.012540235,0.0588357,0.017018206,0.034117671,0.011560755,0.133470746,0.064471361,0.009577909,0.00799493,0.151974519,0.005999628,0.112820781,0.008691121,0.008255463,0.008661575,0.008993259,0.024177384,0.10518637,0.11229788,0.10391087,0.11960213,0.12154746,0.1497183,0.12356623,0.10393841,0.06023234,0.971948194,0.008702702,0.015666816,0.002041374,0.001640913,47.33058545,34.69848216,13.052099,3.80535641,1.113476978,30.70384457,13.81111671,16.89272786,63.71717912,5.954726665,32.20455483,2.504238647,29.70031618,68.76918847,36.11098382,32.65820465,0.575081336,14.42285662,3.993493104,10.42936352,14.75278376,13.30935252,1.443431242,1.480089813,18.71878294,43.71763736,28.43101315,6.577922375,2.554644183,20.53431116,12.62202962,16.69008048,4.051383399,12.61726749,29.29068051,4.194247345,72.3296427,66.28289474,16.84584938,38.69143132,10.74561404,3.395111254,2.651636714,27.6703573,15.55546641,4.276315789,3.04343175,3.318891742,1.476251605,1.014922978,0.656557552,0.402492512,1.306429183,2.126204295,0.134842,8.020167673,0.287272088,1.088507162,7.867737586,16.75362999,4.0139923,5.477711985,2.982157863,2.092982353,1.342557308,5.581286275,3.777530242,6.808543902,10.35547478,16.65982686,4.629575345,10.44927791,18.11963808,10.94760704,10.3691544,13.07967403,10.59389107,8.569306834,6.554493756,11.31695687,10.08370774,2.365479247,7.718228498,22.96747967,12.72865854,10.6453252,7.20207531,15.73999786,10.40195764,3.467319213,2.16089003,1.306429183,6.763478819,6.763478819,0.53,0.53
Sittingbourne and Sheppey,83917,34742,0.414004314,10263,0.122299415,3213,0.038287832,0.612438481,245000,8.1,0.681512241,0.037152127,0.223880597,3730,0.044448681,14.1043414,4401.00,0.645085796,0.289366819,0.628426067,0.006290181,78.8,0.061795874,0.019689286,0.034066346,0.01515507,0.042493636,0.025334513,0.029899416,0.007144502,0.140921957,0.080297724,0.008869714,0.009127163,0.159076619,0.005059421,0.136138957,0.004797,0.005420605,0.009619588,0.00721395,0.015358625,0.13318972,0.11974148,0.12063638,0.12521025,0.12001492,0.13913908,0.10817416,0.08931515,0.04457887,0.961972157,0.012071597,0.012117848,0.012293603,0.001544794,43.68900606,36.12136349,14.27778549,4.564081217,1.347763748,26.72887814,11.79584294,14.93303521,67.30475256,8.380296151,34.18056538,5.475826508,28.70473887,68.15122408,30.58705423,37.56416984,1.076912546,13.84699628,2.238244085,11.6087522,15.85023615,14.58395127,1.26628488,1.074630952,20.24458692,42.01784207,28.35793653,6.883570239,2.49606425,28.24507232,16.86439301,17.52722123,4.508624893,11.34237225,16.52543357,4.986882734,68.52983099,61.46024231,13.90755447,38.17959682,9.37309102,4.833536958,2.236051721,31.47016901,14.82386479,3.768326206,5.258603136,4.704998982,2.914375891,1.541183058,0.88322134,0.851405009,1.910252494,1.062457159,0.06249748,11.04390952,0.522156365,1.17737188,11.00157252,16.93480102,6.497721866,4.467561792,2.151122939,3.544211927,1.44550623,4.515946938,5.003830491,7.693238176,8.477480747,10.43304705,3.965565905,10.12055965,11.03181323,11.68299665,12.4027257,13.67081973,9.666948913,7.951292287,10.15483247,13.31801137,6.825239259,2.047699043,4.777540216,18.00549786,14.30080432,10.57574832,8.539503156,15.44491957,14.34025657,6.118916718,4.208664223,1.910252494,5.849114233,5.849114233,0.65,0.65
Skipton and Ripon,78347,34919,0.445696708,11225,0.143272876,8701,0.11105722,0.749537315,240000,8.4,0.713614475,0.012736739,0,6570,0.08385771,-8.221505902,4400.00,0.706072573,0.219954466,0.69208994,0.005983922,76.9,0.081069744,0.031795745,0.04482303,0.014095532,0.052789108,0.021495312,0.041817685,0.011798727,0.119768275,0.067077156,0.008334257,0.012655316,0.172384993,0.00404143,0.114819037,0.009897386,0.009044915,0.00957329,0.008065889,0.025822634,0.09458585,0.10679979,0.08190404,0.09304293,0.12105436,0.1622453,0.14237649,0.12445875,0.07353248,0.975147583,0.008008784,0.012360728,0.002750186,0.001732718,48.74579413,34.47504684,12.59444321,3.312312373,0.872403441,28.99387536,14.80667633,14.18719903,66.81471785,4.997896115,32.77619337,1.56388798,31.21230539,71.36144747,40.84576184,30.51568563,0.488568891,9.252419468,3.985693581,5.266725887,16.67445883,14.14745897,2.52699986,2.223105335,15.1035579,42.87484221,31.69853663,7.377624012,2.945439244,19.65171092,12.03990914,16.11386562,4.189971424,12.08631512,31.53896881,4.37925897,72.66704708,67.88075323,15.01162127,37.31611251,15.55301944,2.367399201,2.418894657,27.33295292,17.88144911,3.018747129,2.935240985,2.240748215,1.256767477,0.63325493,0.587326551,0.192064133,0.871247443,4.600214703,0.288258916,8.767047036,0.230607133,0.602361735,8.751143096,15.65544114,3.395491233,6.985805733,2.238479583,3.775197805,1.222615403,6.317840245,4.144964415,6.115065007,10.51250447,11.43890899,4.958053358,13.63365274,16.92576836,12.62574053,9.826647052,15.76279273,8.71535923,6.073317164,6.14090891,10.29581329,11.71173679,3.118954503,8.592782286,24.37266009,12.20859835,15.44028615,6.907349932,12.7193776,9.181500605,2.15724207,1.285994628,0.871247443,5.301248417,5.301248417,0.53,0.53
