Constituency,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Median House Price,Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other""",vgh,gh,fh,bh,vbh,CON%1_ps,CON%1_ps_65,CON%1_ps_Oth,CON%1_fm,CON%1_fm_lp_dc,CON%NO_ADEM,CON%NO_ADEM_WCHILD,CON%NO_ADEM_NCHILD,CON%Own,CON%Own_out,CON%Own_mort,CON%Share,CON%Soc_r,CON%Soc_r_LA,CON%Soc_r_Other,CON%Private_rent,CON%Private_r_land,CON%Private_r_Oth,CON%Rent_free,CON%NO,CON%1CV,CON%2CV,CON%3CV,CON%4+CV,CON%No_qual,CON%Lev_1_qual,CON%Lev_2_qual,CON%Appren,CON%Lev_3_qual,CON%Lev_4_qual,CON%Oth_qual,CON%AC_ALL,CON%AC_EMP,CON%AC_EMP_E_P,CON%AC_EMP_E_F,CON%AC_SELF,CON%AC_UNE,CON%AC_F_STUD,CON%INA_ALL,CON%INA_RET,CON%INA_STUD,CON%INA_CARE,CON%INA_LONG SICK,CON%INA_OTHER,CON%UN_16_24,CON%UN_50_74,CON%UN_NEVER,CON%UN_LONG,CON%A_FOR_FISH,CON%M_Q,CON%MANF,CON%E_G_S_AIR,CON%W_SEW_WAST_REM,CON%CONST,CON%WT_RT_REPM,CON%TRAN_STOR,CON%ACCOM_FOOD,CON%INF_COM,CON%FIN_INS,CON%REAL,CON%PROF_SCI_TECH,CON%ADMIN_SUPP,CON%ADMIN_DEF,CON%EDUC,CON%HEAL_SOC,CON%OTHER,CON%MAN_DIR_SEN,CON%PROF,CON%ASSOC_PROF_TECH,CON%ADMIN_SEC,CON%SKILL,CON%CAR_LEI_,CON%SAL_SERV,CON%OPS,CON%ELEM,CON%H_MAN_AD_PROF,CON%LG_E_H_MAN_AD,CON%H_PROF,CON%L_MAN_AD_PROF,CON%I_OCC,CON%S_EMP_OWN,CON%L_SUP_TECH,CON%SEMI,CON%ROUT,CON%N_WKD_L_EMP,CON%N_WKD,CON%L_EMP,CON%NON_C,CON%FT_STUD,Brexit,Brexit Predicted
Bradford South,69046,16044,0.232366828,18390,0.266344176,1505,0.021797063,0.575572807,113000,4.2,0.632809055,0.049667045,0.344262295,2285,0.033093879,-73.26342525,5070.00,0.684336993,0.255650204,0.530809001,0.123107982,92.9,0.069044027,0.015841832,0.02486915,0.011609529,0.034988921,0.026650324,0.031653897,0.007202527,0.132157195,0.092366211,0.009341462,0.009277249,0.139112354,0.007841148,0.134402634,0.008367589,0.007851116,0.007511734,0.00929515,0.016280438,0.15582404,0.13877624,0.11421839,0.14173331,0.12420675,0.12735158,0.09793097,0.06262438,0.03733431,0.788566645,0.032803191,0.146959476,0.020424442,0.011246246,43.02427495,35.95745728,14.55019942,5.042099562,1.425968782,29.20280269,11.14214317,18.06065951,63.40585036,10.36797491,34.92086824,7.281101475,27.63976677,63.28090548,25.13106963,38.14983586,0.401783527,17.76912147,7.900926062,9.868195404,17.15909648,15.72345534,1.435641139,1.389093047,32.02753687,43.9560978,19.804988,3.334313293,0.87706404,30.93699205,15.91645016,15.791023,4.512817887,11.14381887,16.1493863,5.54951173,68.59565108,59.68622101,14.61285742,37.95138792,7.121975666,6.16699613,2.742433945,31.40434892,12.10290392,4.918283821,5.639390818,5.803658435,2.940111925,1.84035415,1.006487179,1.179107386,2.614360888,0.209875429,0.054161401,12.3375158,0.365589457,1.227658422,7.756363965,18.69922369,5.506409099,4.587922008,2.134861888,5.420653548,1.243455497,3.858999819,5.711771078,4.858729012,9.509839321,12.79563098,3.721339592,7.842119516,10.64722874,10.17331648,12.82948186,12.94231811,11.10083047,9.514352771,11.01507492,13.93527713,5.714564134,1.564718657,4.149845477,15.48013476,13.62029123,8.107581368,8.024055461,16.44346688,16.03279784,9.130773728,6.516412841,2.614360888,7.446334605,7.446334605,0.64,0.64
Bradford West,70694,6717,0.095015136,33736,0.477211645,1349,0.019082242,0.626092738,113608,4.3,0.561236913,0.061679909,0.428571429,3835,0.054247885,-28.36860877,5069.00,0.826700708,0.113270188,0.28237816,0.512996575,90.3,0.068531164,0.009785314,0.016493821,0.009549879,0.02915603,0.016042415,0.026206729,0.00454488,0.104405333,0.103221611,0.00783406,0.007308741,0.113075406,0.008057186,0.132357506,0.00629083,0.005441038,0.006543145,0.010958113,0.011961013,0.15810495,0.16333555,0.16001001,0.15335061,0.12998829,0.09467749,0.07322861,0.0395889,0.02771559,0.370840268,0.027483204,0.545220066,0.028589852,0.02786661,43.87204712,36.01746238,13.66492101,4.959873128,1.48569636,29.8541785,8.819630441,21.03454806,53.77810243,7.020534048,35.18383248,7.837567297,27.34626518,56.12369126,25.75277981,30.37091145,0.597895192,17.29837946,5.881557233,11.41682223,24.25127831,22.61180099,1.639477315,1.728755783,38.56288721,40.44314585,16.40018397,3.473744014,1.120038958,30.55864599,13.73653687,12.72221565,2.149366789,11.39779856,19.68635341,9.749082732,58.92473662,46.8494985,13.02139916,25.83562821,7.992471135,6.96672646,5.10851166,41.07526338,8.202167707,11.75943003,9.706677446,6.107728456,5.299259746,2.069174604,0.789520224,2.138652384,2.624996842,0.206424328,0.030208438,10.52008861,0.312153862,0.649481422,4.571543651,19.03886819,7.275198872,7.615043802,2.484644044,4.433088309,1.215889639,3.597321518,5.334306716,4.264424529,11.73346088,13.0097674,3.708085792,7.82146813,14.13503172,8.971906152,10.28849059,10.07703152,10.14248313,10.16010472,12.48867184,15.9148122,4.936712059,0.924686087,4.012025972,12.226826,9.438872186,8.30575276,5.33336702,12.3632551,12.56158258,18.38761022,15.76261338,2.624996842,16.44602208,16.44602208,0.46,0.47
Braintree,75208,34112,0.453568769,9439,0.125505265,4779,0.063543772,0.671457824,287500,9.6,0.692254478,0.020742893,0,4545,0.060432401,-6.333053181,5066.00,0.624877351,0.30305601,0.608227719,0.005110384,65.5,0.069647346,0.021267897,0.034547037,0.011980627,0.037139702,0.01778831,0.032514649,0.008903307,0.103209386,0.070912162,0.008616156,0.008018885,0.145821001,0.004689457,0.095633863,0.006153692,0.005129872,0.008418017,0.0073522,0.018243991,0.11520214,0.11626737,0.10043693,0.11792439,0.13129889,0.15078855,0.11718463,0.09760621,0.05329087,0.966772281,0.011641455,0.013920687,0.005774734,0.001890842,47.76880621,35.5345462,12.47547016,3.355478332,0.865699101,26.61890056,11.43174799,15.18715256,68.49413218,6.633724521,29.6429895,3.461395923,26.18159358,69.22544781,31.08338481,38.142063,0.607782582,15.35021618,3.597282273,11.75293391,13.70228536,12.44471896,1.257566399,1.114268067,15.03150093,39.08338481,33.43545398,8.681902409,3.767757875,22.32951578,16.54712919,18.31534963,3.995057136,12.21193167,22.02249768,4.578518924,73.97337466,67.77629077,15.19475946,40.16200606,12.41952525,3.612030711,2.58505318,26.02662534,14.03254209,2.911882792,4.524899627,3.072480101,1.484820737,1.017116292,0.731140382,0.411354512,1.467915757,1.182943049,0.048365644,9.969368425,0.237797751,0.761758897,11.04751925,16.72242151,6.150497763,3.972028536,2.855588247,4.407319334,1.58397485,6.069888356,4.786183548,5.701100318,8.979887953,11.03542783,4.487928741,12.34734594,13.0728306,12.95796219,11.86771996,14.36459635,10.18701382,7.64378703,7.262907581,10.29583652,9.658378531,2.730154258,6.928224273,21.99760513,13.85363105,12.45474396,7.710079594,14.95527224,10.54166373,3.472564626,2.004648869,1.467915757,5.35606114,5.35606114,0.62,0.62
Brent Central,84032,10909,0.129819593,31779,0.378177361,4844,0.057644707,0.584682026,420000,13.3,0.353607692,0.042867701,0.131578947,6545,0.077886995,-14.0973271,5065.00,0.815516815,0.112152389,0.481155139,0.212444884,76.8,0.04665824,0.008493865,0.017626159,0.009534364,0.021797913,0.008519087,0.01837246,0.004471558,0.069475148,0.086760206,0.005666568,0.00587179,0.119767353,0.004644438,0.092962978,0.003458185,0.003098258,0.005478707,0.013291571,0.011174372,0.14245294,0.12198826,0.15783,0.16473894,0.13277506,0.12270068,0.08179147,0.04603037,0.02969225,0.387505639,0.058768317,0.237925465,0.255416988,0.060383591,48.03402261,34.33984779,12.01996537,4.135682999,1.470481235,29.61958148,7.552514513,22.06706697,50.1386423,11.18913204,28.97324902,7.939516049,21.03373297,35.36076922,16.60316384,18.75760538,1.783398831,29.02312035,10.15579804,18.86732231,32.43032975,31.24738176,1.182947994,1.402381855,48.76219354,38.37698737,10.23758703,2.05070917,0.572522891,20.86069037,11.172816,11.2266788,1.327996582,9.853177441,29.79448556,15.76415524,69.41567286,58.10444002,11.309273,34.37662299,12.41854403,6.708541975,4.602690864,30.58432714,7.33765152,8.750698194,5.827592627,4.489999902,4.178384894,1.356211232,1.101431665,1.678605376,2.518398024,0.052676106,0.071831053,3.797468354,0.18995323,0.373521477,9.414656727,16.12846585,6.070522132,9.207144795,5.741695532,3.425543123,1.824508755,7.384232286,7.440100883,3.457468035,8.683576229,10.21916453,6.517470908,8.292496049,16.24978052,11.9814197,10.4841413,11.62545693,9.191182339,9.515220202,7.189490319,15.47081265,7.515017296,1.253319484,6.261697812,17.12510657,9.934443258,11.7717959,5.799174906,12.49301806,11.09663005,11.52093602,9.002537996,2.518398024,12.74387794,12.74387794,0.43,0.43
Brentford and Isleworth,85775,18752,0.218618479,29266,0.341194987,7314,0.085269601,0.679988342,480000,15,0.553256536,0.021741119,0,6575,0.076654037,55.5804718,5064.00,0.884662682,0.056738582,0.327464898,0.174628748,104.9,0.043930519,0.008492348,0.017674799,0.010407667,0.026709331,0.00697264,0.022888656,0.005416708,0.057657753,0.100080774,0.004916794,0.006087815,0.122662047,0.004694265,0.085970149,0.005621373,0.002765015,0.005851474,0.009292815,0.010629927,0.14378826,0.11671039,0.12621889,0.16633968,0.13201655,0.11871644,0.09713496,0.05901286,0.04006204,0.266056474,0.036082314,0.524220915,0.123019209,0.050621089,46.83384702,36.27377728,11.91121073,3.714081131,1.267083839,21.7673099,8.45501015,13.31229975,55.22293149,6.630469342,24.99816568,4.847506542,20.15065913,55.32565363,27.03548805,28.29016558,1.433218382,15.16618974,5.444273241,9.721916502,26.62215374,25.25741678,1.364736958,1.452784504,31.19573459,41.99134199,20.13843031,5.236383202,1.438109913,18.82620995,10.31193582,10.97423223,1.181706717,9.648673959,32.92752392,16.12971741,69.16274441,59.04538763,11.06802961,35.37394514,12.60341288,4.86844015,5.248916627,30.83725559,9.073379087,8.951046051,5.790084804,3.215907442,3.806838209,0.986958054,0.902983682,1.107217649,1.733396919,0.028032452,0.072554581,6.150649693,0.209418904,0.268781743,9.841039509,19.7496867,5.974210144,6.506826726,5.0408944,5.049139239,1.711628521,7.163115889,6.289162984,3.743156784,7.110348922,10.52041422,4.570938592,9.905349251,17.80390476,10.10157641,12.1116681,10.82712222,7.243915309,10.81887738,7.760042214,13.42754436,9.585519086,1.455555786,8.1299633,16.69534927,11.36971532,12.13481515,4.905762093,12.69879118,8.661800991,10.1888905,8.455493583,1.733396919,13.7593564,13.7593564,0.43,0.43
Brent North,83788,18832,0.224757722,26911,0.321179644,4065,0.048515301,0.61916981,485000,12.6,0.494763424,0.032390983,0.014084507,8280,0.098820834,80.70010757,5060.00,0.743707023,0.185086655,0.449850649,0.124653847,114.7,0.047205064,0.011501773,0.020813314,0.008804235,0.019478113,0.009965327,0.020926964,0.004356521,0.070412272,0.069296901,0.005080994,0.005572478,0.107348171,0.00391025,0.08578025,0.004101589,0.002626026,0.005608834,0.009567902,0.010725319,0.14060005,0.10566796,0.12938574,0.18043977,0.15319876,0.11921154,0.08377404,0.05522918,0.03249293,0.577507079,0.044750926,0.280336974,0.061576278,0.035828744,51.81321759,33.77905349,10.21266996,3.218830704,0.976228259,30.4406554,9.239864534,21.20079087,54.31552571,6.894661629,24.36035472,4.494645968,19.86570875,49.47634242,21.61384414,27.86249829,2.169019047,20.48430985,13.82456003,6.659749819,26.62138089,25.47227062,1.149110272,1.248947791,33.94475657,45.84108216,16.01315506,3.243740579,0.957265627,13.78038236,9.354404842,10.35546162,1.443942742,10.03458545,42.79757902,12.23364396,74.14652583,65.66796739,9.913784297,42.89333361,12.86084949,4.266860073,4.211698368,25.85347417,8.042372362,6.630641306,5.275093468,3.107442744,2.797924285,0.873393671,0.787586573,0.743661511,1.641571496,0.065226737,0.297967594,3.843930207,0.265354226,0.315756704,5.511659279,13.05424196,7.747157448,7.260921772,10.68384304,4.865321612,1.901952355,10.01971626,6.414456617,3.922498777,8.337162933,9.112471649,6.380360822,12.43458796,23.5601939,16.32447337,10.51484649,7.800524779,7.551477237,7.376550988,4.703737196,9.733608076,14.89059595,2.718246266,12.17234968,24.81561689,11.5165383,9.773837007,5.240362024,9.723782867,6.900320755,6.673544855,5.031973359,1.641571496,10.46540135,10.46540135,0.40,0.43
Brentwood and Ongar,75255,36308,0.482466281,7243,0.096246097,7187,0.09550196,0.703594446,425000,11.1,0.748213731,0.015861658,0,5865,0.077935021,27.3686076,5038.00,0.716524845,0.212399281,0.684456254,0.008304915,67.1,0.058316183,0.023228381,0.0348674,0.011983775,0.038786429,0.015294734,0.029434486,0.009630369,0.084957279,0.06089449,0.006939261,0.009978236,0.151120797,0.003855549,0.068666157,0.00625452,0.00389036,0.008085136,0.006712372,0.019234149,0.11462639,0.11227677,0.10507331,0.11800654,0.13040387,0.15157104,0.10943249,0.09303668,0.06557293,0.941736502,0.015577095,0.028228105,0.010757662,0.003700636,50.42008671,33.53378444,11.92809579,3.222995579,0.89503749,28.41979911,13.74391633,14.67588278,66.30423527,5.410582997,31.33996065,2.50595423,28.83400642,74.8213731,37.77052915,37.05084395,0.579890235,12.40550896,9.392150771,3.013358186,10.92212903,9.948741845,0.97338718,1.271098685,13.98467433,41.61230196,32.04152428,8.700942322,3.660557109,20.90253468,14.70139236,17.04787724,3.391414208,11.3284026,28.73292449,3.895454426,71.80073194,66.47845246,13.57532303,39.92531182,12.97781761,3.101053103,2.22122638,28.19926806,15.14078721,4.27365748,4.880125476,2.298902084,1.605795803,0.843976399,0.702068862,0.385390993,1.17409814,0.746089049,0.035007111,5.714910841,0.308500164,0.586369106,10.00984575,12.79728695,4.181161798,3.879225468,4.299310798,11.91773329,1.632206542,8.209167487,4.636254239,5.025708347,10.43868286,10.68373263,4.89880757,14.40105021,19.08325129,15.79258287,14.33322394,10.96597746,8.049447544,5.439229844,4.855048682,7.080188163,14.17282844,3.387855702,10.78497274,25.50153111,16.58824408,12.03525282,5.497049817,10.24721787,6.621853761,3.015908582,1.841810441,1.17409814,6.320113526,6.320113526,0.61,0.61
Bridgwater and West Somerset,85327,35827,0.419878819,11388,0.13346303,7805,0.091471633,0.675659522,212500,7.6,0.681441528,0.027813762,0.044776119,4515,0.052914083,-27.26867942,5026.00,0.655969939,0.266481916,0.645025834,0.002085486,53.5,0.071712252,0.030696083,0.042328713,0.016112649,0.041857989,0.026045051,0.040965232,0.008925936,0.134498501,0.078337245,0.008547598,0.010465158,0.172556058,0.005609749,0.124347207,0.010813629,0.008544435,0.009042233,0.006793002,0.024661269,0.10839267,0.10300144,0.10121892,0.10756259,0.10796451,0.14945171,0.13783039,0.11593341,0.06864432,0.985533114,0.006979803,0.005683419,0.000836073,0.00096759,43.31798967,35.91639267,15.07280413,4.505401597,1.18741193,29.67441658,15.19389286,14.48052372,64.51640967,5.515561452,37.38663303,3.203636443,34.18299659,68.14415277,38.24572087,29.89843189,0.498053459,14.21518519,6.252854564,7.962330629,15.47880554,13.74758042,1.731225125,1.663803041,17.51234259,43.32847604,28.63481154,7.455577546,3.068792275,25.39344188,14.73082679,17.10621797,4.505873282,11.61730691,21.67105084,4.975282326,68.98600355,63.03459548,15.41554786,35.18568964,12.43335798,3.549052419,2.402355658,31.01399645,18.0721485,3.255892387,4.017330168,4.032896188,1.635729203,1.08702702,0.787381147,0.459197572,1.311437133,3.103592898,0.097861037,10.35329832,1.759501508,1.216272892,8.739589783,18.66948933,4.054242975,8.082522818,1.627688682,1.615705698,1.092448723,4.319865791,4.491621897,5.030856184,9.190948853,11.89710611,4.657386511,10.66685307,11.78726209,9.194943181,9.925905215,15.76561283,11.13818378,8.204349823,9.158994228,14.15789579,7.36013283,1.949643927,5.410488903,19.0333502,11.31260458,13.47238977,8.025580159,17.83865821,13.74998379,3.704712612,2.39327548,1.311437133,5.502587851,5.502587851,0.62,0.62
Brigg and Goole,65939,30941,0.469236719,9000,0.136489786,2180,0.033060859,0.65821441,155000,5.3,0.72793081,0.026994397,0.019607843,3225,0.04890884,-2.979494851,5025.00,0.719165917,0.210562129,0.709627938,0.00292944,52,0.064296053,0.026277866,0.037931951,0.013394635,0.049172875,0.023348046,0.043933198,0.009241078,0.12370495,0.079179151,0.00884985,0.009201161,0.171355753,0.005416714,0.130245699,0.003587838,0.006797098,0.008009683,0.006970804,0.021938867,0.10492265,0.10571028,0.09826161,0.11176371,0.12130519,0.15634318,0.13453727,0.10825317,0.05890295,0.982965423,0.006412474,0.008142458,0.001153323,0.001326321,43.99695523,35.615759,14.77752405,4.335340115,1.274421609,26.9168203,12.72367422,14.19314608,68.11083397,5.964645917,33.89545602,2.887430864,31.00802516,72.79308101,35.7824531,37.01062791,0.260275458,11.88591259,6.851209196,5.034703394,13.57228066,12.30886021,1.263420453,1.488450277,17.85055851,42.70686477,29.72833749,7.247044789,2.467194447,26.06538073,14.78776494,16.77273747,5.00588763,11.79208254,20.63614444,4.940002243,70.28107413,63.81934756,15.13536392,40.08872725,8.595256384,4.25922152,2.202505056,29.71892587,17.61533759,3.320217586,3.785800505,3.516169993,1.481400198,1.274474456,0.902948692,0.625480083,1.631891646,2.37941507,0.406533228,15.39326111,1.540043523,0.856111151,8.376975871,17.0983093,7.475428653,4.354688285,1.662003491,1.939402635,0.899155846,3.895544874,4.012722099,5.110361815,8.730898917,12.15056078,3.718583351,10.63921372,12.6001387,9.945715857,10.19441854,14.01343951,9.467441471,7.133462467,11.61967621,14.38649353,7.385054318,2.407863178,4.97719114,19.23155304,11.61135583,9.589126993,9.949679422,16.48978696,15.90976784,4.442632973,2.810741327,1.631891646,5.391042624,5.391042624,0.66,0.66
"Brighton, Kemptown",69833,16972,0.24303696,25033,0.358469492,2964,0.042444117,0.694986611,320000,10,0.541641746,0.033475971,0.178571429,2845,0.040740051,-46.41616175,5017.00,0.540609608,0.375746721,0.492033156,0.018598403,97.2,0.067072294,0.01994993,0.028491278,0.011492098,0.03747855,0.020321077,0.029115579,0.00827026,0.127741891,0.057535254,0.008175865,0.007316286,0.121336674,0.005746801,0.073500597,0.004465374,0.005797534,0.006725528,0.01369098,0.017623673,0.09595824,0.11184618,0.19445939,0.12390943,0.11686996,0.13105232,0.09544138,0.07922265,0.05124045,0.904386952,0.030316599,0.038660216,0.015627901,0.011008333,45.11778261,33.93471447,14.08149224,5.29776011,1.568250571,35.01794258,14.20703748,20.8109051,53.08512759,7.829944179,36.7872807,4.78219697,32.00508373,54.16417464,26.75189394,27.4122807,0.956937799,21.972189,15.81688596,6.15530303,21.54356061,20.07077352,1.472787081,1.363137959,35.63845694,42.11772329,17.43919458,3.648325359,1.156299841,22.48063027,13.16098401,13.53924817,2.881329403,15.43839512,27.02632197,5.47309107,66.76318152,57.05330515,13.34510814,32.02797,11.680227,4.004401077,5.705475287,33.23681848,12.49963807,9.5593132,4.108637114,5.242204013,1.827026088,1.133566899,0.745577207,0.52986652,1.544720155,0.139559088,0.018923266,4.14182988,0.534582269,0.631564008,7.860251679,15.44138518,5.168417069,6.888068881,4.222253761,5.776326994,1.627400889,5.293783707,5.307976157,4.241177027,10.9281862,15.56675182,6.211562116,10.42198884,17.75002365,13.71227174,9.903964424,11.02989876,11.17655407,10.13340903,5.270129624,10.60175986,8.622636593,1.709760547,6.912876046,20.86023685,11.9031763,11.13298781,5.666386774,13.26403567,8.920867475,4.619683238,3.074963083,1.544720155,15.00998929,15.00998929,0.44,0.44
